reviews,predicted_sentiment
13 week travel nurse assignment hospital grateful one traveler recommended place staff really nice flexible would stay day worked drive back home always clean microwave frig good,positive
room really noisy clearly heard surrounding room talking street 7th floor hallway noise elevator bed rock hard look nice day people dont use hotel room day,neutral
booked hotel one could find would provide shuttle cruise terminal early 10am sister cruise wedding ok basic hotel room 2 towel family 4 said shuttle would 10am since told,neutral
stayed twice loved time staff courteous welcoming pool use upgrade still great time lounging next pool,positive
hotel room reaked oh marijuana shouldnt surprising since check desk behind bullet proof desk wasnt tired room wasnt non refundable would walked,negative
staff friendly helpful room comfortable quiet parking hotel bit pricey,positive
request 3 adult room never related first hotel ended one fumbling reservation front desk host figured way u stay room price satisfied room everything else feedback expedia please relate informatino,negative
stay part facility undergoing renovation loudy time hotel provide discounted rate renovation,neutral
stayed cherokee b b overnight attend wedding checkin piece cake room quaint comfortable quiet residential area stay area,positive
really nicest place stay freeport,positive
stayed room across street sanctuary resort final destination there way would make mistake checked even though initially couldnt find reservation handed two key card sent away without direction anything room fine nothing impressive expected headed spa promptly kicked back room found cold shower awaiting u dont know thats pretty high list reason stay hotel next morning still hot water discovered power lovely went downstairs breakfast room find locked even though included price stay ran another lady trying figure headed lobby together walking small dog got attacked another small dog approached office mentioned leash law man working office offered private property doesnt apply manner shared detail u power outage idea whole coastline knocked even though couldnt find even bagel spare still terrible coffee available lobby tried put behind u,negative
staying five year time 3 5 star reviewed 2 week ago room 110 toilet seat one bathroom broken vent panel microwave broken door opened panel fell husband taped moved 5 window unlocked ground floor someone could broken locked courtesyinformation book room direction proper usesettings coffee maker room place clean dust refrigerator lamp table top refrigerator disgusting food stain looked like never ever cleaned breakfast holiday monday september 5 poor even early 8 food run could never keep went back check example egg tray empty like first ever busy holiday positive note whenever request front desk service always prompt polite,negative
